City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
343,Aitape,PG,-3.1374,142.3475,84.74,70,46,5.68,scattered clouds
344,Sao Felix Do Xingu,BR,-6.6447,-51.995,70.38,99,100,1.05,overcast clouds
345,Kingsport,US,36.5484,-82.5618,44.46,72,20,0.0,few clouds
346,Thanh Hoa,VN,19.8,105.7667,67.51,78,100,4.09,overcast clouds
347,Constitucion,CL,-35.3333,-72.4167,57.45,86,30,7.34,scattered clouds
348,Lakatoro,VU,-16.0999,167.4164,81.46,82,100,22.03,overcast clouds
349,Szany,HU,47.4642,17.304,34.99,86,0,0.0,clear sky
350,High Level,CA,58.5169,-117.136,8.71,85,100,2.3,overcast clouds
351,Gao,ML,16.6362,1.637,65.17,10,0,10.56,clear sky
352,Kavieng,PG,-2.5744,150.7967,83.01,74,23,8.86,light rain
353,Pitimbu,BR,-7.4706,-34.8086,75.79,72,70,6.76,broken clouds
354,Lethem,GY,3.3803,-59.7968,76.15,75,23,11.16,few clouds
355,Tautira,PF,-17.7333,-149.15,82.0,77,14,15.35,few clouds
356,Ruggell,LI,47.2333,9.5167,38.34,84,86,1.01,overcast clouds
357,Vostok,RU,46.4856,135.8833,19.42,88,98,3.22,overcast clouds
358,Severnyy,RU,50.677,36.5532,32.04,93,75,11.18,snow
359,Sao Miguel Do Araguaia,BR,-13.275,-50.1628,70.66,97,100,5.75,moderate rain
360,George Town,MY,5.4112,100.3354,85.95,73,20,5.75,few clouds
361,Isilkul,RU,54.9109,71.2728,-2.4,91,6,8.57,clear sky
362,Khani,GE,41.9563,42.9566,33.37,99,100,2.98,snow
363,Labuhan,ID,-6.8844,112.2051,81.66,80,100,7.65,heavy intensity rain
364,Ambunti,PG,-4.2365,142.8448,82.42,90,93,2.04,overcast clouds
365,Palana,RU,59.1167,159.9667,-4.36,98,51,3.87,broken clouds
366,The Valley,AI,18.217,-63.0578,76.86,65,5,19.62,clear sky
367,Tambun,ID,-6.2641,107.0712,86.04,66,40,13.8,scattered clouds
368,Maple Creek,CA,49.9168,-109.4848,42.62,64,87,17.74,overcast clouds
369,Alghero,IT,40.5589,8.3181,33.89,93,0,1.14,clear sky
370,Wakefield,GB,53.6809,-1.499,39.63,77,55,11.32,broken clouds
371,Maniitsoq,GL,65.4167,-52.9,7.0,86,100,6.64,overcast clouds
372,Katsuura,JP,35.1333,140.3,37.51,91,100,11.18,light rain
373,Bambous Virieux,MU,-20.3428,57.7575,80.8,68,9,7.99,clear sky
374,Jumla,NP,29.2747,82.1838,42.24,64,0,3.49,clear sky
375,Havoysund,NO,70.9963,24.6622,25.03,83,99,7.4,overcast clouds
376,Bonavista,CA,48.6499,-53.1147,35.11,86,91,24.67,overcast clouds
377,Ostrovnoy,RU,68.0531,39.5131,24.93,86,100,24.61,overcast clouds
378,Saint-Georges,GD,12.0564,-61.7485,74.88,88,75,8.05,broken clouds
379,Pokhara,NP,28.2333,83.9833,63.61,48,40,4.76,scattered clouds
380,Vanavara,RU,60.34,102.2797,-2.54,85,95,6.38,overcast clouds
381,Wismar,DE,53.9,11.4667,42.19,96,100,1.99,overcast clouds
382,Tarko-Sale,RU,64.9225,77.785,-2.06,83,3,12.88,clear sky
383,Ca Mau,VN,9.1769,105.15,93.61,40,95,16.26,overcast clouds
384,Fortuna,US,40.5982,-124.1573,55.09,100,0,12.66,clear sky
385,Murgab,TM,37.4966,61.9714,60.78,25,0,7.83,clear sky
386,San Andres,CO,12.5847,-81.7006,80.62,74,40,9.22,scattered clouds
387,Date,JP,42.4681,140.8681,29.08,76,96,2.77,overcast clouds
388,Donskoye,RU,45.4552,41.9741,33.06,77,91,12.01,overcast clouds
389,Shahr-E Babak,IR,30.1165,55.1186,50.49,25,0,10.27,clear sky
390,Mahebourg,MU,-20.4081,57.7,80.58,69,10,7.29,clear sky
391,Durres,AL,41.3231,19.4414,33.98,65,0,3.96,clear sky
392,Fare,PF,-16.7,-151.0167,81.54,75,100,13.09,overcast clouds
393,Westport,US,41.1415,-73.3579,39.34,91,0,3.0,clear sky
394,Henties Bay,NA,-22.116,14.2845,68.86,88,28,3.29,scattered clouds
395,Waingapu,ID,-9.6567,120.2641,81.48,82,100,7.31,moderate rain
396,Opuwo,NA,-18.0607,13.84,69.67,80,100,0.94,light rain
397,Sakakah,SA,29.9697,40.2064,53.51,50,0,12.12,clear sky
398,Isangel,VU,-19.55,169.2667,78.66,93,100,25.17,moderate rain
399,Gogrial,SS,8.5332,28.1004,82.06,17,40,9.01,scattered clouds
400,Birao,CF,10.2849,22.7882,75.09,12,0,11.03,clear sky
401,Otradnoye,RU,59.7775,30.8181,34.03,91,44,9.44,scattered clouds
402,Mattru,SL,7.6244,-11.8332,71.76,99,26,1.52,scattered clouds
403,Egvekinot,RU,66.3167,-179.1667,-25.85,87,80,6.17,broken clouds
404,Surok,RU,56.4469,48.1214,23.58,95,100,11.05,light snow
405,Sorong,ID,-0.8833,131.25,82.67,71,100,6.22,overcast clouds
406,Salalah,OM,17.0151,54.0924,77.04,21,84,3.31,broken clouds
407,San-Pedro,CI,4.7485,-6.6363,76.57,92,30,3.96,light rain
408,Isiro,CD,2.7739,27.616,80.67,37,79,1.79,broken clouds
409,Gornopravdinsk,RU,60.05,69.9,5.74,83,6,8.61,clear sky
410,Port Hardy,CA,50.6996,-127.4199,45.75,93,47,4.14,scattered clouds
411,Coihaique,CL,-45.5752,-72.0662,48.15,53,0,3.44,clear sky
412,San Policarpo,PH,12.1791,125.5072,81.48,71,46,15.86,scattered clouds
413,Havre-Saint-Pierre,CA,50.2334,-63.5986,24.44,95,100,1.5,overcast clouds
414,Te Anau,NZ,-45.4167,167.7167,65.37,73,13,6.11,few clouds
415,Palmer,US,42.1584,-72.3287,36.01,86,0,4.61,clear sky
416,Gunjur,GM,13.2019,-16.7339,71.67,53,0,6.91,clear sky
417,Sungaipenuh,ID,-2.0833,101.3833,78.12,39,89,3.78,overcast clouds
418,Komsomolskiy,UZ,40.4272,71.7189,42.22,60,89,2.3,overcast clouds
419,Rawson,AR,-43.3002,-65.1023,64.76,68,100,11.07,overcast clouds
420,Khandyga,RU,62.6667,135.6,-23.33,98,88,1.16,overcast clouds
421,Naze,JP,28.3667,129.4833,56.16,72,86,17.05,overcast clouds
422,Amudat,UG,1.95,34.95,82.24,25,56,8.79,broken clouds
423,Lindas,NO,60.7381,5.16,37.78,71,100,18.39,light rain
424,Longhua,CN,23.6137,114.1919,62.44,74,95,2.08,overcast clouds
425,Winfield,US,37.2398,-96.9956,44.42,65,20,0.0,few clouds
426,Vikulovo,RU,56.8167,70.6107,2.7,88,6,7.87,clear sky
427,Orlik,RU,52.5178,99.825,-7.22,82,44,0.87,scattered clouds
428,Hocaba,MX,20.8167,-89.25,65.93,96,2,3.38,clear sky
429,Nahariyya,IL,33.0059,35.0941,57.11,87,100,3.0,overcast clouds
430,Champasak,LA,14.75,106.0,94.08,30,58,2.37,broken clouds
431,Terrace Bay,CA,48.7834,-87.1,8.29,85,97,14.79,overcast clouds
432,Saint Thomas,BB,13.1833,-59.5833,74.52,69,40,17.27,scattered clouds
433,Hohhot,CN,40.8106,111.6522,31.21,38,73,9.04,broken clouds
434,Qinggang,CN,46.6833,126.0833,16.93,86,66,6.38,broken clouds
435,South Valley,US,35.0101,-106.6781,43.34,43,40,6.91,scattered clouds
436,Aksay,RU,47.26,39.87,34.02,81,100,8.79,overcast clouds
437,Ibipeba,BR,-11.6408,-42.0111,67.01,80,21,4.16,few clouds
438,Beitbridge,ZW,-22.2167,30.0,86.86,45,13,8.59,few clouds
439,Storm Lake,US,42.6411,-95.2097,25.36,86,75,13.8,broken clouds
440,Ulladulla,AU,-35.35,150.4667,79.88,80,100,13.42,overcast clouds
441,Piet Retief,ZA,-27.0071,30.8132,78.12,46,21,3.51,few clouds
442,Parati,BR,-23.2178,-44.7131,69.67,95,100,2.44,overcast clouds
443,Hwange,ZW,-18.3693,26.5019,79.11,66,0,3.24,clear sky
444,Rosarito,MX,32.3333,-117.0333,66.42,35,0,2.73,clear sky
445,Amursk,RU,50.2261,136.8994,8.47,91,89,1.77,overcast clouds
446,Tocopilla,CL,-22.092,-70.1979,66.16,66,0,1.34,clear sky
447,Gardez,AF,33.5974,69.2259,28.78,58,0,3.38,clear sky
448,Tonstad,NO,58.6626,6.7169,41.36,86,100,13.44,overcast clouds
449,Ileza,RU,61.0533,43.9002,21.7,95,100,7.87,overcast clouds
450,Tigre,AR,-34.426,-58.5796,73.22,70,0,1.99,clear sky
451,Winslow,US,35.0242,-110.6974,38.3,37,0,10.36,clear sky
452,Satipo,PE,-11.2522,-74.6386,68.74,99,100,1.34,overcast clouds
453,Sitka,US,57.0531,-135.33,39.09,81,100,14.97,overcast clouds
454,Ahuimanu,US,21.4447,-157.8378,73.11,77,100,3.44,overcast clouds
455,Bandar-E Anzali,IR,37.4727,49.4622,57.31,64,100,9.46,overcast clouds
456,Kudahuvadhoo,MV,2.6708,72.8944,81.1,73,58,9.08,broken clouds
457,Syntul,RU,55.0033,41.2971,24.57,96,99,4.7,overcast clouds
458,Alta Floresta,BR,-9.8756,-56.0861,69.84,98,100,0.54,overcast clouds
459,Superior,US,46.7208,-92.1041,19.22,70,75,16.11,broken clouds
460,Shevchenkove,UA,49.6959,37.1735,32.68,93,100,10.42,light snow
461,Castro Verde,PT,37.6983,-8.0858,46.8,72,100,4.07,overcast clouds
462,Yuncheng,CN,35.0231,110.9928,48.74,31,8,5.99,clear sky
463,Cenotillo,MX,20.9667,-88.6167,64.0,97,9,4.27,clear sky
464,Canaries,ES,28.0,-15.5,66.4,48,0,4.61,clear sky
465,Stokmarknes,NO,68.5646,14.9108,33.49,93,75,5.75,broken clouds
466,Conroe,US,30.3119,-95.456,53.01,74,0,4.16,clear sky
467,Yazoo City,US,32.8551,-90.4056,42.76,77,12,6.6,few clouds
468,Zelenoborskiy,RU,66.845,32.3622,22.24,96,100,5.95,overcast clouds
469,Cururupu,BR,-1.8283,-44.8683,72.99,96,100,2.57,light rain
470,Yar,RU,58.249,52.1026,23.27,91,100,15.66,overcast clouds
471,Babu,CN,24.4167,111.5167,48.58,92,100,1.52,overcast clouds
472,Alamosa,US,37.4695,-105.87,26.11,79,0,5.75,clear sky
473,Kwinana,AU,-32.25,115.7667,102.54,48,5,18.12,clear sky
474,Gaoua,BF,10.2992,-3.2508,71.1,18,0,4.9,clear sky
475,Erbaa,TR,40.6689,36.5675,37.29,98,100,5.21,overcast clouds
476,Parrita,CR,9.5201,-84.3225,78.57,75,6,3.58,clear sky
477,Kloulklubed,PW,7.0419,134.2556,82.9,78,100,8.99,overcast clouds
478,Letlhakeng,BW,-24.0944,25.0298,81.41,43,6,7.54,clear sky
479,Itoman,JP,26.1247,127.6694,64.78,71,75,25.32,broken clouds
480,Rameswaram,IN,9.2833,79.3,78.13,74,21,15.35,few clouds
481,Pacific Grove,US,36.6177,-121.9166,61.16,49,0,6.91,clear sky
482,Ewa Beach,US,21.3156,-158.0072,73.35,72,20,3.44,few clouds
483,Kandrian,PG,-6.2167,149.55,84.13,76,100,1.54,light rain
484,Meridian,US,43.6121,-116.3915,34.36,83,0,5.75,clear sky
485,Ankang,CN,32.68,109.0172,54.32,37,97,4.14,overcast clouds
486,Caiaponia,BR,-16.9567,-51.8103,66.54,94,100,2.8,overcast clouds
487,Atar,MR,20.5169,-13.0499,64.08,15,88,10.33,overcast clouds
488,Anloga,GH,5.7947,0.8973,79.66,86,14,7.18,few clouds
489,Katherine,AU,-14.4667,132.2667,93.52,43,81,11.5,broken clouds
490,Uchaly,RU,54.2996,59.4521,9.12,94,92,3.33,overcast clouds
491,Geraldton,AU,-28.7667,114.6,90.01,35,0,13.8,clear sky
492,Nurobod,UZ,40.9056,69.8023,43.65,47,44,3.67,scattered clouds
493,Kununurra,AU,-15.7667,128.7333,87.78,70,40,13.8,scattered clouds
494,Villa Rica,US,33.7321,-84.9191,47.39,82,0,5.01,clear sky
495,Saint-Pierre,RE,-21.3393,55.4781,83.84,69,0,11.5,clear sky
496,Eten,PE,-6.9081,-79.8642,70.77,77,100,8.72,overcast clouds
497,Tonj,SS,7.2737,28.6822,85.68,18,11,8.41,few clouds
498,Christchurch,NZ,-43.5333,172.6333,75.47,80,100,5.75,overcast clouds
499,Ipora,BR,-16.4419,-51.1178,67.37,99,100,1.97,light rain
500,Broken Hill,AU,-31.95,141.4333,85.14,28,0,17.34,clear sky
501,Rio Grande,BR,-32.035,-52.0986,57.94,70,0,12.3,clear sky
502,Elliot Lake,CA,46.3834,-82.6331,24.89,99,67,3.0,broken clouds
503,Roald,NO,62.5833,6.1333,37.54,52,75,11.5,broken clouds
504,Kainan,JP,34.15,135.2,48.49,65,96,10.0,overcast clouds
505,Rundu,NA,-17.9333,19.7667,75.13,68,15,6.64,few clouds
506,Agadir,MA,30.4202,-9.5982,63.43,37,58,6.24,broken clouds
507,Podosinovets,RU,60.2776,47.0659,22.82,93,100,8.3,overcast clouds
508,Coquimbo,CL,-29.9533,-71.3436,64.13,88,100,5.75,overcast clouds
509,Valleyview,CA,55.0667,-117.2859,47.53,65,100,22.37,overcast clouds
510,Kavaratti,IN,10.5669,72.642,80.29,70,100,15.46,overcast clouds
511,Puerto Madryn,AR,-42.7692,-65.0385,65.35,73,96,8.9,overcast clouds
512,Tessalit,ML,20.1986,1.0114,59.9,12,0,8.23,clear sky
513,Lasa,IT,46.6166,10.7002,31.3,38,52,2.82,broken clouds
514,Corinto,GR,37.9407,22.9573,52.9,77,4,1.74,clear sky
515,Molteno,ZA,-31.3968,26.3625,75.97,23,0,14.61,clear sky
516,Sao Miguel,BR,-5.4667,-35.3667,75.97,65,99,7.05,overcast clouds
517,Port Lincoln,AU,-34.7333,135.8667,68.52,58,0,14.99,clear sky
518,Evensk,RU,61.95,159.2333,-11.85,78,74,5.48,broken clouds
519,Mayo,US,38.8876,-76.5119,46.9,61,100,5.75,overcast clouds
520,Celestun,MX,20.8667,-90.4,68.16,74,3,8.55,clear sky
521,Banda Aceh,ID,5.5577,95.3222,84.69,69,100,10.31,moderate rain
522,Tabas,IR,33.5959,56.9244,59.0,21,3,5.3,clear sky
523,Osoyoos,CA,49.0331,-119.4524,41.0,99,99,1.39,overcast clouds
524,Barreirinha,BR,-2.7933,-57.07,72.12,99,99,2.73,overcast clouds
525,Caravelas,BR,-17.7125,-39.2481,73.87,92,6,3.2,clear sky
526,Olga,RU,43.7444,135.2892,29.97,58,100,3.44,overcast clouds
527,Methoni,GR,36.8197,21.7049,53.22,54,0,2.46,clear sky
528,Marzuq,YE,14.4,46.4667,71.17,23,16,5.1,few clouds
529,Sangar,RU,63.9242,127.4739,-25.67,97,57,2.33,broken clouds
530,Bahia Honda,CU,22.9036,-83.1592,66.9,78,5,9.98,clear sky
531,Koslan,RU,63.4564,48.8989,22.93,93,100,10.74,light snow
532,Poum,NC,-20.2333,164.0167,80.6,88,100,30.31,overcast clouds
533,Trabzon,TR,40.9167,39.8333,35.69,87,75,6.91,broken clouds
534,Wuwei,CN,37.9281,102.6414,31.98,48,99,6.46,overcast clouds
535,Sao Jose Da Coroa Grande,BR,-8.8978,-35.1478,78.57,73,87,7.58,overcast clouds
536,Mana,GF,5.6592,-53.7767,75.4,86,48,6.87,scattered clouds
537,Camargo,MX,27.6667,-105.1667,48.15,26,1,1.52,clear sky
538,Torrington,US,41.8007,-73.1212,33.57,93,100,3.2,overcast clouds
539,Lahad Datu,MY,5.0268,118.327,80.64,88,82,5.12,broken clouds
540,Murray Bridge,AU,-35.1167,139.2667,79.32,49,0,16.51,clear sky
541,Kolondieba,ML,11.0882,-6.8926,68.34,21,0,5.08,clear sky
542,Salta,AR,-24.7859,-65.4117,59.58,83,12,1.01,few clouds
543,Bloemhof,ZA,-27.6469,25.607,77.41,45,4,4.07,clear sky
544,Atambua,ID,-9.1061,124.8925,78.1,85,100,3.71,light rain
545,Santa Rosalia,MX,27.3167,-112.2833,60.17,38,5,3.78,clear sky
546,Fairview,US,40.8126,-73.999,40.23,85,0,8.01,clear sky
547,Mirpur Sakro,PK,24.5474,67.6277,79.02,18,0,5.19,clear sky
548,Rozvadiv,UA,49.5,23.6167,40.35,82,100,8.61,overcast clouds
549,Powell River,CA,49.8496,-124.5361,44.1,93,98,2.71,overcast clouds
550,Ust-Ishim,RU,57.6935,71.1665,3.88,85,6,6.38,clear sky
551,Aksu,CN,41.1231,80.2644,35.37,37,17,3.74,few clouds
552,Manggar,ID,-2.8833,108.2667,76.03,91,100,9.22,heavy intensity rain
553,Muroto,JP,33.2833,134.15,47.37,81,95,6.35,overcast clouds
554,Timbiqui,CO,2.7717,-77.6654,72.66,97,100,5.19,light rain
555,El Burrion,MX,25.5333,-108.4,54.45,69,2,2.46,clear sky
556,Gat,IL,31.61,34.7642,49.41,100,99,18.88,overcast clouds
557,Yulara,AU,-25.2406,130.9889,96.64,20,93,9.22,overcast clouds
558,Honavar,IN,14.2833,74.45,85.8,45,6,8.93,clear sky
559,Escarcega,MX,18.6089,-90.7454,60.12,97,3,1.45,clear sky
560,Dhidhdhoo,MV,6.8833,73.1,81.01,72,10,10.98,clear sky
561,La Palma,US,33.8464,-118.0467,77.04,20,0,4.83,clear sky
562,Marietta,US,33.9526,-84.5499,47.46,67,0,0.0,clear sky
563,Pringsewu,ID,-5.3582,104.9744,77.45,84,100,0.81,overcast clouds
564,Ciudad Bolivar,VE,8.1222,-63.5497,73.72,74,100,10.58,overcast clouds
565,Riachao Das Neves,BR,-11.7461,-44.91,68.94,90,100,1.99,overcast clouds
566,Huarmey,PE,-10.0681,-78.1522,70.63,83,100,5.57,overcast clouds
567,Ouesso,CG,1.6136,16.0517,79.45,31,100,3.76,overcast clouds
568,Seda,LV,57.65,25.75,35.06,79,100,14.56,overcast clouds
569,Damietta,EG,31.4165,31.8133,56.44,63,71,17.56,broken clouds
570,Dongsheng,CN,39.8161,109.9776,31.41,26,97,14.94,overcast clouds
571,Kaeo,NZ,-35.1,173.7833,74.32,91,87,8.01,overcast clouds
572,Berlevag,NO,70.8578,29.0864,26.4,74,0,16.11,clear sky
573,Cabreuva,BR,-23.3075,-47.1328,64.94,96,97,5.73,overcast clouds
574,Ratnapura,LK,6.6828,80.3992,91.44,46,100,2.37,overcast clouds
575,Kiunga,PG,-6.1219,141.2906,84.61,78,100,0.65,light rain
576,Ust-Ilimsk,RU,58.0006,102.6619,-4.58,85,86,2.86,overcast clouds
577,Changji,CN,44.0167,87.3167,20.19,73,100,2.24,smoke
578,Amahai,ID,-3.3333,128.9167,85.37,66,71,3.02,light rain
579,Surt,LY,31.2089,16.5887,57.25,66,50,13.27,scattered clouds
580,Champerico,GT,14.3,-91.9167,76.03,74,2,4.61,clear sky
581,Laem Sing,TH,12.4816,102.0738,89.42,96,45,8.32,light rain
582,Sisimiut,GL,66.9395,-53.6735,-10.34,99,100,5.97,overcast clouds
583,Dawlatabad,AF,36.4141,64.9053,57.81,23,0,2.1,clear sky
584,Yerbogachen,RU,61.2767,108.0108,-7.6,90,100,6.15,overcast clouds
585,Liverpool,GB,53.4106,-2.9779,41.65,79,40,9.22,scattered clouds
586,Sola,VU,-13.8833,167.55,82.47,79,100,22.37,overcast clouds
587,Mount Gambier,AU,-37.8333,140.7667,67.53,46,9,10.09,clear sky
588,Challans,FR,46.8436,-1.8749,45.52,94,100,3.83,overcast clouds
589,Pella,RU,59.7775,30.8181,33.85,91,44,9.44,scattered clouds
590,Terney,RU,45.0503,136.6092,26.19,63,97,3.71,overcast clouds
591,Tres Picos,MX,15.8667,-93.5333,68.92,75,8,6.85,clear sky
592,Mikhaylovka,RU,50.06,43.2379,28.78,94,100,8.88,overcast clouds
593,Kachug,RU,53.9606,105.8817,-0.87,76,100,2.21,overcast clouds
594,Lodhran,PK,29.5405,71.6336,73.11,24,0,4.72,clear sky
595,Meulaboh,ID,4.1363,96.1285,81.93,70,100,4.61,overcast clouds
596,Samarai,PG,-10.6167,150.6667,82.81,67,18,15.23,few clouds
597,Paita,PE,-5.0892,-81.1144,72.34,73,95,5.79,overcast clouds
598,Nuuk,GL,64.1835,-51.7216,18.21,93,100,8.05,overcast clouds
599,Xiaoweizhai,CN,26.1903,107.5125,38.3,95,100,2.53,overcast clouds
600,Baherden,TM,38.4362,57.4316,62.38,25,87,7.27,overcast clouds
601,Roma,US,43.2128,-75.4557,44.46,70,100,5.75,overcast clouds
602,Korla,CN,41.7597,86.1469,33.62,39,87,2.28,overcast clouds
603,Gravdal,NO,68.1214,13.5031,35.28,100,75,1.14,broken clouds
604,Itaqui,BR,-29.1253,-56.5531,62.56,58,0,8.9,clear sky
605,Aasiaat,GL,68.7098,-52.8699,-9.78,97,100,16.4,overcast clouds
606,Mitsamiouli,KM,-11.3847,43.2844,82.56,74,63,10.8,broken clouds
607,Dalvik,IS,65.9702,-18.5286,14.76,59,38,15.84,scattered clouds
608,Kilinochchi,LK,9.3961,80.3982,80.04,80,65,11.81,broken clouds
609,Coruripe,BR,-10.1256,-36.1756,79.11,75,95,9.91,overcast clouds
610,Iquitos,PE,-3.7481,-73.2472,71.64,100,75,2.3,broken clouds
611,Bhanvad,IN,21.9264,69.7736,80.89,22,6,14.14,clear sky
612,Ornskoldsvik,SE,63.2909,18.7153,27.55,86,10,11.5,clear sky
613,Basco,PH,20.4487,121.9702,75.04,81,78,16.73,broken clouds
614,Ilulissat,GL,69.2167,-51.1,-16.87,95,98,12.95,overcast clouds
615,Korba,IN,22.35,82.6833,80.46,39,61,3.69,broken clouds
616,Bilibino,RU,68.0546,166.4372,-38.7,100,74,0.85,broken clouds
617,Luderitz,NA,-26.6481,15.1594,77.95,45,21,16.8,few clouds
618,Porto Belo,BR,-27.1578,-48.5531,70.25,85,9,3.87,clear sky
619,Sur,OM,22.5667,59.5289,75.45,41,0,8.28,clear sky
620,Keetmanshoop,NA,-26.5833,18.1333,81.5,24,33,5.64,scattered clouds
621,La Troncal,EC,-2.4,-79.3333,76.32,95,100,0.98,overcast clouds
622,Enshi,CN,30.3,109.4833,45.73,74,100,1.21,overcast clouds
623,Chuy,UY,-33.6971,-53.4616,62.87,86,5,5.79,clear sky
624,Namtsy,RU,62.7161,129.6658,-23.69,95,64,1.63,broken clouds
625,Chirongui,YT,-12.9319,45.1483,78.73,84,100,5.01,moderate rain
626,Vestmanna,FO,62.1564,-7.1664,31.12,59,100,16.11,overcast clouds
627,Harbour Breton,CA,47.4833,-55.7983,34.0,73,7,13.02,clear sky
628,Mareeba,AU,-17.0,145.4333,83.48,76,84,5.08,broken clouds
629,Saint-Doulchard,FR,47.1037,2.352,42.98,97,10,5.48,clear sky
630,Cooma,AU,-36.2333,149.1333,73.72,46,95,3.38,overcast clouds
631,Teguise,ES,29.0605,-13.564,68.22,30,0,3.44,clear sky
632,Avera,US,33.194,-82.5271,48.7,67,0,6.85,clear sky
633,Lisakovsk,KZ,52.5369,62.4936,9.86,94,96,2.89,overcast clouds
634,Khatanga,RU,71.9667,102.5,1.22,94,100,16.67,overcast clouds
635,Aliman,RO,44.1833,27.85,39.09,71,6,5.44,clear sky
636,Carahue,CL,-38.7,-73.1667,52.0,90,100,2.04,overcast clouds
637,Takayama,JP,36.1333,137.25,31.03,97,100,4.34,light snow
638,Hamilton,US,39.1834,-84.5333,39.83,77,0,5.75,clear sky
639,Port-Cartier,CA,50.0334,-66.8654,24.73,95,100,2.57,overcast clouds
640,Pali,IN,25.7667,73.3333,73.65,26,0,8.93,clear sky
641,Amga,RU,60.8953,131.9608,-8.41,94,100,3.44,overcast clouds
642,Kargalinskaya,RU,43.7417,46.4792,41.2,67,100,14.34,overcast clouds
643,Fallon,US,39.4735,-118.7774,33.67,51,0,5.75,clear sky
644,Saint Anthony,US,45.0205,-93.218,21.15,73,100,16.11,overcast clouds
645,Chekhov,RU,55.1431,37.4711,31.95,97,100,8.61,light snow
646,Vardo,NO,70.3705,31.1107,28.6,80,75,20.71,broken clouds
647,Safotu,WS,-13.4513,-172.4018,77.92,80,100,9.44,light rain
648,Vila Franca Do Campo,PT,37.7167,-25.4333,57.2,78,40,8.59,scattered clouds
649,Visnes,NO,59.3556,5.2242,42.22,65,20,28.77,few clouds
650,Ylivieska,FI,64.0833,24.55,27.32,88,30,9.86,scattered clouds
651,Ngunguru,NZ,-35.6167,174.5,74.16,91,75,8.63,broken clouds
652,La Ronge,CA,55.1001,-105.2842,26.94,97,100,8.08,snow
653,Abancay,PE,-13.6339,-72.8814,57.9,97,100,2.77,overcast clouds
654,Bezhta,RU,42.1338,46.1283,34.43,85,100,2.98,light snow
655,Vila Velha,BR,-20.3297,-40.2925,73.35,87,100,5.75,overcast clouds
656,Porto Velho,BR,-8.7619,-63.9039,75.25,94,0,2.3,clear sky
657,Adrar,MR,20.5022,-10.0711,59.14,21,100,12.21,overcast clouds
658,Ust-Kuyga,RU,70.0167,135.6,-35.82,98,89,8.7,overcast clouds
659,Marienburg,PL,54.0359,19.0266,42.96,81,100,8.55,overcast clouds
660,Santiago De Compostela,ES,42.8805,-8.5457,49.8,93,94,1.14,light rain
661,Cockburn Town,TC,21.4612,-71.1419,77.59,73,0,19.64,clear sky
662,Baiyin,CN,36.5583,104.2081,30.88,52,33,5.73,scattered clouds
663,Holoby,UA,51.0865,25.0077,40.05,88,100,13.49,overcast clouds
664,Balabac,PH,7.9868,117.0645,82.4,75,31,17.96,scattered clouds
665,Bukama,CD,-9.2,25.85,71.42,94,100,0.69,overcast clouds
666,Melipilla,CL,-33.7,-71.2167,75.54,97,19,1.03,few clouds
667,Talcahuano,CL,-36.7167,-73.1167,55.08,76,0,6.91,clear sky
668,Xai-Xai,MZ,-25.0519,33.6442,83.84,55,0,4.41,clear sky
669,Emborion,GR,40.4833,21.55,37.99,72,2,1.88,clear sky
670,Blagoveshchenka,RU,52.8333,79.8667,-2.51,92,28,4.59,scattered clouds
671,Kiruna,SE,67.8557,20.2251,9.52,85,75,4.61,broken clouds
672,Tatawin,TN,32.9297,10.4518,44.89,73,0,2.66,clear sky
673,Jimma,ET,7.6667,36.8333,71.51,48,87,1.63,overcast clouds
674,Doka,SD,13.5167,35.7667,83.1,22,5,13.02,clear sky
675,Sabha,LY,27.0377,14.4283,44.71,70,6,11.34,clear sky
